SEC,W,MACH,AIRSPD,TEFLAPL,XIDA,T,ALTSTD,N1,PITCH
9664,56286.29187,0.558,278,0,1.93,15,15678,73,1.93
9665,56285.62256,0.558,278,0,1.93,15,15680,73,1.93
9666,56284.95526,0.558,278,0,1.93,15,15681,73,1.93
9667,56284.28595,0.558,278,0,1.93,15,15681,73,1.93
9668,56283.61866,0.558,278,0,1.93,15,15682,73,1.93
9669,56282.95136,0.558,278,0,1.93,15,15683,73,1.93
9670,56282.28406,0.558,278,0,1.93,15,15685,73,1.93
9671,56281.61677,0.558,278,0,1.93,15,15686,73,1.93
9672,56280.94947,0.557,278,0,1.93,15,15686,73,1.93
9673,56280.28218,0.557,278,0,1.93,15,15687,73,1.93
9674,56279.61488,0.556,278,0,1.93,15,15690,73,1.93
9675,56278.94758,0.556,277,0,1.93,15,15690,73,1.93
9676,56278.28029,0.555,277,0,1.93,15,15691,73,1.93
9677,56277.61299,0.555,277,0,1.93,15,15692,73,1.93
9678,56276.9457,0.555,277,0,1.76,15,15693,73,1.76
9679,56276.28042,0.554,276,0,1.76,15,15695,73,1.76
9680,56275.61312,0.553,276,0,1.76,15,15695,73,1.76
9681,56274.94179,0.553,276,0,1.76,15,15696,73,1.76
9682,56274.27248,0.553,276,0,1.76,15,15698,73,1.76
9683,56273.60518,0.552,276,0,1.76,15,15697,73,1.76
9684,56272.93587,0.552,275,0,1.93,15,15696,73,1.93
9685,56272.26858,0.552,275,0,1.93,15,15696,73,1.93
9686,56271.59725,0.553,275,0,1.93,15,15695,73,1.93
9687,56270.92794,0.553,276,0,1.93,15,15695,73,1.93
9688,56270.25661,0.554,276,0,2.11,15,15693,73,2.11
9689,56269.58125,0.553,276,0,2.11,15,15693,73,2.11
9690,56268.90992,0.552,276,0,2.11,15,15691,73,2.11
9691,56268.23254,0.553,276,0,2.11,15,15691,73,2.11
9692,56267.55517,0.554,276,0,2.11,15,15692,73,2.11
9693,56266.87578,0.554,276,0,2.29,15,15691,73,2.29
9694,56266.19235,0.554,276,0,2.11,15,15692,73,2.11
9695,56265.50691,0.553,276,0,2.11,15,15693,73,2.11
9696,56264.81744,0.552,276,0,2.11,15,15694,73,2.11
9697,56264.11386,0.55,275,0,2.29,15,15696,74,2.29
9698,56263.40422,0.551,274,0,2.11,15,15696,74,2.11
9699,56262.69056,0.551,275,0,2.29,15,15696,74,2.29
9700,56261.97085,0.551,275,0,2.29,15,15697,75,2.29
9701,56261.24106,0.55,275,0,2.29,15,15696,75,2.29
9702,56260.5032,0.551,274,0,2.29,15,15697,75,2.29
9703,56259.75526,0.551,275,0,2.29,15,15698,76,2.29
9704,56259.0033,0.552,275,0,2.29,15,15698,76,2.29
9705,56258.24326,0.552,275,0,2.29,15,15699,76,2.29
9706,56257.47718,0.551,275,0,2.29,15,15699,76,2.29
9707,56256.70506,0.551,275,0,2.29,15,15700,77,2.29
9708,56255.93091,0.551,275,0,2.29,15,15701,77,2.29
9709,56255.15475,0.55,275,0,2.11,14.75,15701,77,2.11
9710,56254.37859,0.552,275,0,2.29,14.75,15703,77,2.29
9711,56253.60042,0.551,275,0,2.29,14.75,15703,77,2.29
9712,56252.82022,0.553,275,0,2.29,15,15702,77,2.29
9713,56252.04003,0.555,276,0,2.29,15,15702,77,2.29
9714,56251.25984,0.554,277,0,2.11,15,15704,77,2.11
9715,56250.48166,0.554,276,0,2.11,15,15706,77,2.11
9716,56249.70349,0.555,276,0,2.11,15,15707,77,2.11
9717,56248.92128,0.556,277,0,2.11,15,15709,77,2.11
9718,56248.14512,0.556,277,0,1.93,15,15711,77,1.93
9719,56247.38912,0.556,277,0,1.93,15,15712,76,1.93
9720,56246.63715,0.557,277,0,1.93,15,15713,76,1.93
9721,56245.89325,0.557,278,0,1.93,15.25,15715,76,1.93
9722,56245.15338,0.557,278,0,1.93,15.25,15715,76,1.93
9723,56244.41754,0.558,278,0,1.93,15.25,15715,76,1.93
9724,56243.68371,0.558,278,0,1.76,15.25,15716,75,1.76
9725,56242.95594,0.559,278,0,1.76,15.25,15716,75,1.76
9726,56242.22816,0.56,279,0,1.76,15.25,15716,75,1.76
9727,56241.50442,0.56,279,0,1.76,15.25,15716,75,1.76
9728,56240.79277,0.56,279,0,1.76,15.5,15715,74,1.76
9729,56240.06902,0.56,279,0,1.76,15.5,15715,74,1.76
9730,56239.37955,0.56,279,0,1.76,15.5,15715,74,1.76
9731,56238.70016,0.56,279,0,1.76,15.5,15714,74,1.76
9732,56238.01674,0.56,279,0,1.76,15.75,15714,73,1.76
9733,56237.33734,0.56,279,0,1.76,15.75,15712,73,1.76
9734,56236.66198,0.56,279,0,1.76,15.75,15711,73,1.76
9735,56235.98461,0.559,279,0,1.76,15.75,15711,73,1.76
9736,56235.30522,0.559,279,0,1.76,15.75,15711,73,1.76
9737,56234.62986,0.558,279,0,1.76,15.75,15709,73,1.76
9738,56233.95046,0.557,278,0,1.76,15.75,15708,73,1.76
9739,56233.27309,0.558,278,0,1.76,15.75,15707,73,1.76
9740,56232.59773,0.557,278,0,1.76,15.75,15706,73,1.76
9741,56231.92237,0.556,278,0,1.76,15.75,15704,73,1.76
9742,56231.24701,0.556,277,0,1.76,15.75,15703,73,1.76
9743,56230.57165,0.557,277,0,1.76,15.75,15702,73,1.76
9744,56229.89629,0.556,278,0,1.76,15.75,15702,73,1.76
9745,56229.21891,0.554,277,0,1.93,15.75,15700,73,1.93
9746,56228.54355,0.556,276,0,1.93,15.75,15700,73,1.93
9747,56227.86819,0.556,277,0,1.93,15.75,15698,73,1.93
9748,56227.19283,0.555,277,0,1.93,15.75,15699,73,1.93
9749,56226.51747,0.556,277,0,2.11,15.75,15698,73,2.11
9750,56225.84413,0.556,277,0,1.93,15.75,15696,73,1.93
9751,56225.16877,0.556,277,0,2.11,15.75,15697,73,2.11
9752,56224.49139,0.555,277,0,2.11,15.75,15695,73,2.11
9753,56223.81402,0.554,277,0,2.11,15.75,15696,73,2.11
9754,56223.13664,0.556,276,0,2.11,15.75,15696,73,2.11
9755,56222.45926,0.555,277,0,2.11,15.75,15696,73,2.11
9756,56221.7839,0.554,276,0,2.11,15.75,15697,73,2.11
9757,56221.10653,0.556,277,0,2.11,15.75,15698,73,2.11
9758,56220.42512,0.557,277,0,2.11,15.75,15699,73,2.11
9759,56219.73968,0.557,278,0,1.93,15.75,15700,73,1.93
9760,56219.05626,0.558,278,0,2.11,15.75,15702,73,2.11
9761,56218.37283,0.559,278,0,1.93,15.75,15703,73,1.93
9762,56217.68941,0.558,278,0,1.93,15.75,15705,74,1.93
9763,56217.00598,0.559,278,0,1.93,15.75,15706,74,1.93
9764,56216.31853,0.559,278,0,1.93,15.5,15707,74,1.93
9765,56215.6351,0.559,279,0,1.76,15.5,15708,74,1.76
9766,56214.94966,0.558,278,0,1.76,15.5,15709,74,1.76
9767,56214.26221,0.558,278,0,1.76,15.5,15709,74,1.76
9768,56213.57677,0.558,278,0,1.76,15.25,15709,74,1.76
9769,56212.88931,0.558,278,0,1.76,15.25,15709,74,1.76
9770,56212.20186,0.558,278,0,1.76,15,15709,74,1.76
9771,56211.5144,0.557,278,0,1.76,15,15709,74,1.76
9772,56210.82493,0.557,278,0,1.76,15,15708,74,1.76
9773,56210.13546,0.558,278,0,1.76,15.25,15707,74,1.76
9774,56209.44598,0.559,278,0,1.76,15.25,15705,74,1.76
9775,56208.75853,0.558,278,0,1.76,15.25,15705,74,1.76
9776,56208.07107,0.558,278,0,1.76,15,15705,74,1.76
9777,56207.38362,0.558,278,0,1.76,15,15704,74,1.76
9778,56206.69414,0.558,278,0,1.76,15,15705,74,1.76
9779,56206.00266,0.559,278,0,1.93,15,15704,74,1.93
9780,56205.31318,0.559,278,0,1.93,14.75,15704,74,1.93
9781,56204.6217,0.561,279,0,1.93,14.75,15704,74,1.93
9782,56203.93021,0.56,280,0,1.93,14.75,15703,74,1.93
9783,56203.24074,0.56,279,0,1.93,15,15703,74,1.93
9784,56202.55126,0.56,279,0,1.93,15,15703,74,1.93
9785,56201.86179,0.559,279,0,1.76,15,15702,74,1.76
9786,56201.17434,0.559,279,0,1.76,14.75,15703,74,1.76
9787,56200.48688,0.558,279,0,1.76,14.75,15703,74,1.76
9788,56199.79942,0.559,278,0,1.76,14.75,15704,74,1.76
9789,56199.10995,0.559,279,0,1.76,14.75,15704,74,1.76
9790,56198.4225,0.559,279,0,1.76,14.75,15704,74,1.76
9791,56197.73504,0.559,279,0,1.76,14.75,15704,74,1.76
9792,56197.04758,0.559,279,0,1.76,14.75,15705,74,1.76
9793,56196.36214,0.559,279,0,1.76,14.75,15704,73,1.76
9794,56195.6767,0.559,279,0,1.76,14.75,15703,73,1.76
9795,56194.98925,0.558,279,0,1.76,14.75,15704,73,1.76
9796,56194.30381,0.558,278,0,1.76,14.75,15704,73,1.76
9797,56193.61837,0.558,278,0,1.76,14.75,15704,73,1.76
9798,56192.93293,0.558,278,0,1.76,15,15704,73,1.76
9799,56192.24749,0.558,278,0,1.76,15,15704,73,1.76
9800,56191.56205,0.558,278,0,1.76,15,15703,73,1.76
9801,56190.87661,0.558,278,0,1.76,15.25,15703,73,1.76
9802,56190.19117,0.558,278,0,1.76,15.25,15703,73,1.76
9803,56189.50573,0.558,278,0,1.76,15.25,15701,73,1.76
9804,56188.82029,0.558,278,0,1.76,15.25,15702,73,1.76
9805,56188.13283,0.557,278,0,1.76,15.25,15701,73,1.76
9806,56187.44739,0.557,278,0,1.76,15.25,15701,73,1.76
9807,56186.76195,0.557,278,0,1.76,15.25,15700,73,1.76
9808,56186.07651,0.557,278,0,1.76,15.25,15700,73,1.76
9809,56185.39107,0.557,278,0,1.76,15.25,15701,73,1.76
9810,56184.70765,0.557,278,0,1.76,15.25,15701,73,1.76
9811,56184.02019,0.558,278,0,1.76,15.25,15701,73,1.76
9812,56183.33475,0.558,278,0,1.76,15.25,15701,74,1.76
9813,56182.6473,0.558,278,0,1.76,15.25,15701,74,1.76
9814,56181.95782,0.558,278,0,1.76,15.25,15702,74,1.76
9815,56181.26835,0.56,279,0,1.76,15.25,15702,74,1.76
9816,56180.57888,0.559,279,0,1.93,15,15703,74,1.93
9817,56179.88739,0.56,279,0,1.93,15,15703,74,1.93
9818,56179.1959,0.56,279,0,1.93,15,15703,74,1.93
9819,56178.50442,0.56,279,0,1.93,15,15703,74,1.93
9820,56177.81293,0.56,279,0,1.76,15,15703,74,1.76
9821,56177.11942,0.56,279,0,1.76,15,15703,74,1.76
9822,56176.4239,0.56,279,0,1.93,15,15702,74,1.93
9823,56175.73242,0.559,279,0,1.93,15,15703,74,1.93
9824,56175.03891,0.56,279,0,1.93,15,15703,74,1.93
9825,56174.34541,0.56,280,0,1.93,15,15702,74,1.93
9826,56173.65392,0.56,279,0,1.93,15,15701,74,1.93
9827,56172.96042,0.56,279,0,1.93,15,15702,74,1.93
9828,56172.26691,0.56,279,0,1.93,15,15701,74,1.93
9829,56171.57341,0.56,279,0,1.93,15,15702,74,1.93
9830,56170.8799,0.561,279,0,1.93,15,15701,74,1.93
9831,56170.18842,0.561,280,0,1.93,15,15701,74,1.93
9832,56169.49491,0.561,280,0,1.93,15,15701,74,1.93
9833,56168.80342,0.56,280,0,1.93,15,15701,74,1.93
9834,56168.10992,0.561,279,0,1.76,15,15702,74,1.76
9835,56167.41843,0.56,280,0,1.76,14.75,15703,74,1.76
9836,56166.72694,0.561,279,0,1.76,15,15703,74,1.76
9837,56166.03546,0.561,279,0,1.76,15,15703,74,1.76
9838,56165.34598,0.561,280,0,1.76,15,15703,74,1.76
9839,56164.6545,0.561,279,0,1.93,15,15702,74,1.93
9840,56163.96099,0.56,279,0,1.76,15,15702,74,1.76
9841,56163.2695,0.56,279,0,1.76,15,15703,74,1.76
9842,56162.57802,0.561,279,0,1.93,15,15702,74,1.93
9843,56161.88653,0.56,280,0,1.76,14.75,15702,74,1.76
9844,56161.19706,0.56,279,0,1.93,14.75,15702,74,1.93
9845,56160.50557,0.561,280,0,1.93,14.75,15701,74,1.93
9846,56159.81408,0.56,280,0,1.93,14.75,15702,74,1.93
9847,56159.12461,0.56,279,0,1.93,14.75,15703,74,1.93
9848,56158.43514,0.56,279,0,1.93,14.75,15702,74,1.93
9849,56157.76986,0.56,279,0,1.76,14.75,15701,73,1.76
9850,56157.15498,0.56,279,0,1.41,15,15698,71,1.41
9851,56156.56026,0.56,279,0,1.05,15,15692,70,1.05
9852,56156.0119,0.56,279,0,0.88,15,15685,69,0.88
9853,56155.48976,0.56,279,0,0.7,15,15675,67,0.7
9854,56154.98173,0.56,279,0,0.53,15,15661,66,0.53
9855,56154.48781,0.56,279,0,0.53,15,15648,65,0.53
9856,56154.00598,0.56,280,0,0.35,15,15633,65,0.35
9857,56153.53827,0.56,280,0,0.35,15,15618,64,0.35
9858,56153.07862,0.56,280,0,0.35,15.25,15603,63,0.35
9859,56152.62704,0.56,280,0,0.18,15.25,15587,63,0.18
9860,56152.18755,0.56,280,0,0.18,15.25,15571,62,0.18
9861,56151.75411,0.56,280,0,0.18,15.25,15556,62,0.18
9862,56151.33075,0.56,280,0,0.18,15.25,15541,61,0.18
9863,56150.91142,0.56,280,0,0.18,15.25,15526,60,0.18
9864,56150.49613,0.56,280,0,0.18,15.25,15511,60,0.18
9865,56150.08486,0.559,280,0,0.18,15.5,15495,60,0.18
9866,56149.67158,0.559,280,0,0.18,15.5,15479,60,0.18
9867,56149.2583,0.559,280,0,0.18,15.5,15463,60,0.18
9868,56148.84301,0.559,280,0,0.18,15.75,15448,60,0.18
9869,56148.42973,0.559,280,0,0.18,15.75,15431,60,0.18
9870,56148.01443,0.559,280,0,0.18,15.75,15415,60,0.18
9871,56147.59914,0.558,280,0,0.18,15.75,15398,60,0.18
9872,56147.18586,0.558,280,0,0.18,16,15381,59,0.18
9873,56146.77258,0.558,280,0,0.18,16,15364,59,0.18
9874,56146.35728,0.558,280,0,0.18,16,15348,59,0.18
9875,56145.94198,0.558,280,0,0.18,16,15331,59,0.18
9876,56145.5287,0.558,280,0,0.18,16.25,15314,59,0.18
9877,56145.11341,0.558,281,0,0.18,16.25,15296,59,0.18
9878,56144.70214,0.558,281,0,0.18,16.25,15279,59,0.18
9879,56144.30298,0.558,281,0,0.18,16.5,15262,59,0.18
9880,56143.90784,0.558,281,0,0.18,16.5,15244,58,0.18
9881,56143.51472,0.558,281,0,0.18,16.75,15228,58,0.18
9882,56143.12563,0.558,281,0,0.18,16.75,15210,58,0.18
9883,56142.74662,0.557,281,0,0.18,16.75,15191,58,0.18
9884,56142.37568,0.557,281,0,0.18,16.75,15174,57,0.18
9885,56142.0007,0.557,281,0,0.18,16.75,15158,57,0.18
9886,56141.62573,0.557,281,0,0.18,16.75,15141,57,0.18
9887,56141.24874,0.557,281,0,0.35,16.75,15123,57,0.35
9888,56140.86973,0.556,281,0,0.18,16.75,15108,57,0.18
9889,56140.49072,0.556,281,0,0.18,17,15092,57,0.18
9890,56140.1097,0.555,280,0,0.35,17,15075,57,0.35
9891,56139.72867,0.555,280,0,0.35,17,15060,57,0.35
9892,56139.33354,0.554,280,0,0.35,17,15045,57,0.35
9893,56138.9263,0.553,280,0,0.35,17,15027,58,0.35
9894,56138.50899,0.553,280,0,0.35,17,15011,58,0.35
9895,56138.0816,0.554,280,0,0.35,17,14995,59,0.35
9896,56137.64614,0.553,280,0,0.35,17,14978,59,0.35
9897,56137.20666,0.554,280,0,0.35,17.25,14961,60,0.35
9898,56136.76717,0.553,280,0,0.35,17.25,14945,60,0.35
9899,56136.33171,0.553,280,0,0.35,17.25,14928,60,0.35
9900,56135.89424,0.553,280,0,0.35,17.25,14912,60,0.35
9901,56135.45878,0.552,280,0,0.18,17.25,14896,60,0.18
9902,56135.02333,0.552,280,0,0.35,17.25,14881,60,0.35
9903,56134.58787,0.552,280,0,0.18,17.25,14862,60,0.18
9904,56134.1504,0.552,280,0,0.18,17.25,14846,60,0.18
9905,56133.71696,0.552,280,0,0.18,17.25,14830,60,0.18
9906,56133.28352,0.553,280,0,0.18,17.5,14814,60,0.18
9907,56132.85008,0.553,281,0,0.18,17.5,14798,60,0.18
9908,56132.41664,0.553,280,0,0.18,17.5,14783,60,0.18
9909,56131.9832,0.553,280,0,0.18,17.5,14766,60,0.18
9910,56131.55581,0.552,281,0,0.18,17.5,14750,60,0.18
9911,56131.15462,0.552,280,0,0.18,17.5,14733,59,0.18
9912,56130.75747,0.552,280,0,0.18,17.5,14717,58,0.18
9913,56130.35427,0.553,280,0,0.18,17.5,14700,58,0.18
9914,56129.95309,0.551,280,0,0.18,17.5,14684,58,0.18
9915,56129.5519,0.55,280,0,0.18,17.75,14667,58,0.18
9916,56129.15072,0.55,280,0,0.18,17.75,14649,58,0.18
9917,56128.74954,0.55,280,0,0.18,17.75,14633,58,0.18
9918,56128.3423,0.549,280,0,0.18,17.75,14616,58,0.18
9919,56127.91894,0.549,280,0,0.18,17.75,14598,59,0.18
9920,56127.48349,0.548,279,0,0.18,17.75,14581,59,0.18
9921,56127.03997,0.547,279,0,0.18,17.75,14564,60,0.18
9922,56126.58637,0.547,279,0,0.18,17.75,14547,60,0.18
9923,56126.11866,0.546,279,0,0.18,17.75,14530,61,0.18
9924,56125.63885,0.546,278,0,0.18,17.75,14514,62,0.18
9925,56125.1409,0.547,279,0,0.18,17.75,14496,62,0.18
9926,56124.62077,0.547,279,0,0.35,18,14479,64,0.35
9927,56124.09459,0.547,279,0,0.35,18,14464,64,0.35
9928,56123.57043,0.547,279,0,0.35,18,14447,65,0.35
9929,56123.04627,0.546,279,0,0.35,18,14432,65,0.35
9930,56122.5201,0.546,279,0,0.35,18,14418,65,0.35
9931,56121.98989,0.546,279,0,0.35,18.25,14403,65,0.35
9932,56121.44758,0.547,279,0,0.53,18.25,14389,65,0.53
9933,56120.89923,0.546,279,0,0.53,18.25,14374,66,0.53
9934,56120.35693,0.545,279,0,0.53,18.25,14359,66,0.53
9935,56119.81462,0.546,279,0,0.53,18.25,14344,66,0.53
9936,56119.2703,0.545,279,0,0.53,18.25,14331,66,0.53
9937,56118.72598,0.546,279,0,0.53,18.25,14316,66,0.53
9938,56118.18368,0.546,280,0,0.53,18.25,14301,66,0.53
9939,56117.63734,0.545,279,0,0.53,18.25,14287,66,0.53
9940,56117.09504,0.546,279,0,0.53,18.25,14273,66,0.53
9941,56116.55274,0.547,280,0,0.53,18.25,14259,66,0.53
9942,56116.02253,0.549,281,0,0.53,18.25,14243,65,0.53
9943,56115.51853,0.548,282,0,0.53,18,14231,65,0.53
9944,56115.05082,0.549,281,0,0.53,18,14214,63,0.53
9945,56114.60326,0.549,282,0,0.35,18,14198,62,0.35
9946,56114.17587,0.548,281,0,0.35,18.25,14183,60,0.35
9947,56113.76864,0.548,281,0,0.35,18.25,14169,59,0.35
9948,56113.36746,0.549,281,0,0.35,18.25,14155,58,0.35
9949,56112.96224,0.548,281,0,0.35,18.5,14140,58,0.35
9950,56112.55501,0.547,281,0,0.35,18.5,14128,58,0.35
9951,56112.15584,0.546,281,0,0.35,18.5,14113,58,0.35
9952,56111.75466,0.546,281,0,0.35,18.5,14099,58,0.35
9953,56111.35347,0.545,281,0,0.35,18.5,14086,58,0.35
9954,56110.95027,0.544,280,0,0.35,18.5,14073,58,0.35
9955,56110.53094,0.543,280,0,0.35,18.75,14058,58,0.35
9956,56110.08138,0.543,280,0,0.35,18.75,14045,59,0.35
9957,56109.60963,0.542,279,0,0.35,18.75,14032,60,0.35
9958,56109.12378,0.542,279,0,0.35,18.75,14018,61,0.35
9959,56108.62784,0.542,279,0,0.35,18.75,14006,62,0.35
9960,56108.11981,0.541,279,0,0.35,18.5,13991,63,0.35
9961,56107.6017,0.541,279,0,0.35,18.5,13976,63,0.35
9962,56107.07149,0.541,279,0,0.35,18.5,13964,64,0.35
9963,56106.52717,0.54,279,0,0.35,18.5,13950,65,0.35
9964,56105.97882,0.541,279,0,0.35,18.5,13934,65,0.35
9965,56105.4224,0.541,279,0,0.35,18.5,13921,66,0.35
9966,56104.86397,0.542,279,0,0.35,18.5,13908,66,0.35
9967,56104.30755,0.542,280,0,0.35,18.5,13893,66,0.35
9968,56103.74912,0.541,279,0,0.18,18.5,13879,66,0.18
9969,56103.19069,0.542,280,0,0.35,18.5,13866,66,0.35
9970,56102.63427,0.543,280,0,0.53,18.75,13852,66,0.53
9971,56102.07584,0.544,280,0,0.53,18.75,13838,66,0.53
9972,56101.51741,0.545,281,0,0.7,19,13827,66,0.7
9973,56100.95898,0.545,282,0,0.7,19,13814,66,0.7
9974,56100.3824,0.545,282,0,1.05,19,13806,66,1.05
9975,56099.77558,0.545,282,0,1.23,19,13798,67,1.23
9976,56099.14458,0.545,281,0,1.41,19,13792,68,1.41
9977,56098.48938,0.544,282,0,1.41,19,13790,70,1.41
9978,56097.83014,0.543,281,0,1.58,19.25,13787,70,1.58
9979,56097.16285,0.543,281,0,1.58,19.25,13785,71,1.58
9980,56096.49555,0.542,280,0,1.58,19.25,13783,71,1.58
9981,56095.82826,0.542,280,0,1.58,19.25,13783,71,1.58
9982,56095.16096,0.543,280,0,1.58,19,13782,71,1.58
9983,56094.49366,0.543,281,0,1.76,19,13781,71,1.76
9984,56093.82637,0.544,281,0,1.76,19,13781,71,1.76
9985,56093.15907,0.542,281,0,1.76,18.75,13780,71,1.76
9986,56092.48976,0.542,280,0,1.93,18.5,13779,71,1.93
9987,56091.82246,0.542,280,0,1.93,18.5,13778,71,1.93
9988,56091.15718,0.542,280,0,1.93,18.5,13779,71,1.93
9989,56090.48989,0.542,280,0,1.93,18.5,13777,71,1.93
9990,56089.82259,0.542,281,0,1.93,18.5,13778,71,1.93
9991,56089.1553,0.542,280,0,1.93,18.5,13778,71,1.93
9992,56088.49002,0.54,280,0,1.93,18.75,13779,71,1.93
9993,56087.82675,0.541,280,0,1.93,18.75,13780,71,1.93
9994,56087.1655,0.541,280,0,2.11,18.75,13782,71,2.11
9995,56086.50426,0.542,280,0,1.93,18.5,13782,71,1.93
9996,56085.84301,0.541,280,0,1.93,18.5,13782,71,1.93
9997,56085.17974,0.541,280,0,2.11,18.25,13782,71,2.11
9998,56084.51648,0.542,280,0,2.11,18.25,13784,71,2.11
9999,56083.85322,0.542,280,0,2.11,18.25,13783,71,2.11
10000,56083.19197,0.543,281,0,2.11,18.25,13784,71,2.11
10001,56082.5287,0.542,281,0,2.11,18.5,13785,71,2.11
10002,56081.86746,0.54,280,0,2.11,18.5,13786,71,2.11
10003,56081.20621,0.539,279,0,2.11,18.5,13787,71,2.11
10004,56080.54294,0.539,279,0,2.11,18.5,13788,71,2.11
10005,56079.87968,0.539,278,0,2.11,18.25,13789,71,2.11
10006,56079.21642,0.539,279,0,2.11,18.25,13787,71,2.11
10007,56078.55315,0.54,278,0,2.29,18.5,13788,71,2.29
10008,56077.88787,0.54,280,0,2.29,18.5,13788,71,2.29
10009,56077.22259,0.543,280,0,2.29,18.5,13787,71,2.29
10010,56076.55933,0.541,280,0,2.29,18.5,13786,71,2.29
10011,56075.89405,0.539,280,0,2.29,18.5,13788,71,2.29
10012,56075.23078,0.538,278,0,2.29,18.5,13791,71,2.29
10013,56074.56752,0.54,278,0,2.29,18.25,13792,71,2.29
10014,56073.90426,0.539,279,0,2.29,18,13794,71,2.29
10015,56073.24099,0.539,278,0,2.29,18,13794,71,2.29
10016,56072.57773,0.541,279,0,2.46,18,13795,71,2.46
10017,56071.91446,0.539,279,0,2.29,18,13794,71,2.29
10018,56071.24918,0.539,279,0,2.29,18,13796,71,2.29
10019,56070.58592,0.539,278,0,2.46,18.25,13797,71,2.46
10020,56069.92467,0.539,278,0,2.29,18.25,13800,71,2.29
10021,56069.25133,0.537,279,0,2.29,18.25,13801,71,2.29
10022,56068.56992,0.543,278,0,2.29,18.25,13802,72,2.29
10023,56067.89053,0.54,280,0,2.29,18.5,13804,72,2.29
10024,56067.20912,0.545,279,0,2.29,18.5,13805,72,2.29
10025,56066.52771,0.545,282,0,2.11,18.5,13805,72,2.11
10026,56065.8463,0.543,282,0,2.29,18.75,13805,72,2.29
10027,56065.16086,0.536,280,0,2.11,19,13807,72,2.11
10028,56064.47542,0.536,275,0,2.46,19,13806,72,2.46
10029,56063.792,0.54,278,0,2.29,18.5,13803,72,2.29
10030,56063.10858,0.535,278,0,2.64,18,13801,72,2.64
10031,56062.42112,0.539,276,0,2.29,17.75,13801,72,2.29
10032,56061.73366,0.537,279,0,2.46,17.25,13800,72,2.46
10033,56061.04822,0.542,279,0,2.46,17,13802,72,2.46
10034,56060.37085,0.545,282,0,2.29,17,13802,72,2.29
10035,56059.69549,0.546,284,0,2.29,17.5,13807,71,2.29
10036,56059.01811,0.545,282,0,2.29,18.25,13808,71,2.29
10037,56058.34074,0.542,280,0,1.93,18.5,13814,71,1.93
10038,56057.66538,0.535,279,0,1.93,18.5,13816,71,1.93
10039,56056.99203,0.539,276,0,1.76,18.75,13821,71,1.76
10040,56056.3207,0.538,279,0,1.76,19,13820,71,1.76
10041,56055.64938,0.533,278,0,1.76,19,13818,71,1.76
10042,56054.96595,0.534,278,0,1.93,19.25,13814,72,1.93
10043,56054.28454,0.533,275,0,1.93,19,13811,72,1.93
10044,56053.60314,0.533,276,0,2.11,19,13806,72,2.11
10045,56052.92173,0.535,277,0,2.11,19,13800,72,2.11
10046,56052.2383,0.539,277,0,2.29,18.75,13797,72,2.29
10047,56051.55488,0.542,280,0,2.29,18.75,13794,72,2.29
10048,56050.86944,0.54,281,0,2.29,18.75,13796,72,2.29
10049,56050.184,0.535,279,0,2.46,19,13799,72,2.46
10050,56049.49856,0.537,278,0,2.46,19,13794,72,2.46
10051,56048.81715,0.534,276,0,2.64,18.75,13795,72,2.64
10052,56048.13373,0.536,275,0,2.46,18.75,13794,72,2.46
10053,56047.45232,0.536,277,0,2.46,18.5,13791,72,2.46
10054,56046.7689,0.536,278,0,2.46,18.25,13788,72,2.46
10055,56046.08749,0.531,277,0,2.46,18.25,13786,72,2.46
10056,56045.40406,0.532,275,0,2.46,18,13785,72,2.46
10057,56044.72064,0.526,274,0,2.46,18,13784,72,2.46
10058,56044.03722,0.525,273,0,2.46,18,13787,72,2.46
10059,56043.35581,0.523,271,0,2.46,18,13787,72,2.46
10060,56042.6865,0.525,270,0,2.46,18,13789,71,2.46
10061,56042.01315,0.525,271,0,2.46,17.75,13790,71,2.46
10062,56041.34182,0.519,270,0,2.11,17.75,13792,71,2.11
10063,56040.6705,0.52,269,0,2.46,17.75,13796,71,2.46
10064,56039.99917,0.518,268,0,2.29,17.75,13796,71,2.29
10065,56039.29558,0.518,266,0,2.29,17.75,13797,72,2.29
10066,56038.46096,0.512,268,0,2.29,17.75,13796,75,2.29
10067,56037.55174,0.511,263,0,2.46,17.75,13795,78,2.46
10068,56036.5639,0.513,266,0,2.46,17.5,13793,81,2.46
10069,56035.47728,0.519,266,0,2.46,17.5,13799,83,2.46
10070,56034.31203,0.515,266,0,2.29,17.25,13802,86,2.29
10071,56033.09437,0.521,271,0,2.46,17,13809,87,2.46
10072,56031.84445,0.53,270,0,2.46,17,13809,88,2.46
10073,56030.58445,0.528,275,0,2.29,17,13813,88,2.29
10074,56029.35469,0.528,273,0,2.29,17.25,13813,88,2.29
10075,56028.20355,0.53,273,0,2.29,17.25,13816,87,2.29
10076,56027.14515,0.531,275,0,2.11,17.5,13815,85,2.11
10077,56026.16538,0.532,275,0,2.11,17.5,13813,83,2.11
10078,56025.24003,0.529,274,0,2.11,17.5,13812,81,2.11
10079,56024.33888,0.535,273,0,1.93,17.5,13812,79,1.93
10080,56023.4337,0.533,277,0,2.11,17.5,13809,79,2.11
10081,56022.54061,0.534,276,0,1.93,17.5,13809,79,1.93
10082,56021.6576,0.531,276,0,2.11,17.5,13808,79,2.11
